state,state_name,statefip,wrkyr,gini,branch_reform,ln_gini,D_branch
NV,Nevada,32,1986,0.3902916,1960,-0.9408611269333933,1
NV,Nevada,32,1987,0.3903583,1960,-0.9406902436727606,1
NV,Nevada,32,1988,0.39534745,1960,-0.9279902804670317,1
NV,Nevada,32,1989,0.39650896,1960,-0.9250566404324204,1
NV,Nevada,32,1990,0.39342719,1960,-0.9328592600113691,1
NV,Nevada,32,1991,0.38015476,1960,-0.967176846012941,1
NV,Nevada,32,1992,0.42235133,1960,-0.8619177757665907,1
NV,Nevada,32,1993,0.39219883,1960,-0.9359863483961919,1
NV,Nevada,32,1994,0.40012723,1960,-0.9159727074492837,1
NV,Nevada,32,1995,0.4248164,1960,-0.8560982033966028,1
NV,Nevada,32,1996,0.4048135,1960,-0.904328811762602,1
NV,Nevada,32,1997,0.43616945,1960,-0.829724464347713,1
NV,Nevada,32,1998,0.42399749,1960,-0.8580277435790222,1
NV,Nevada,32,1999,0.40975711,1960,-0.8921907094648138,1
NV,Nevada,32,2000,0.41298455,1960,-0.8843450959218144,1
NV,Nevada,32,2001,0.40800089,1960,-0.8964859232078055,1
NV,Nevada,32,2002,0.41585803,1960,-0.8774113510065725,1
NV,Nevada,32,2003,0.43983126,1960,-0.8213641256247614,1
NV,Nevada,32,2004,0.410189,1960,-0.8911372498906429,1
NV,Nevada,32,2005,0.44196141,1960,-0.8165327084082851,1
NV,Nevada,32,2006,0.41636604,1960,-0.876190501763176,1
NY,New York,36,1976,0.40060538,1976,-0.9147784259853816,1
NY,New York,36,1977,0.40519822,1976,-0.9033788995096563,1
NY,New York,36,1978,0.41299114,1976,-0.8843291390357223,1
NY,New York,36,1979,0.4312984,1976,-0.8409550850500362,1
NY,New York,36,1980,0.43628514,1976,-0.8294592585662222,1
NY,New York,36,1981,0.43992251,1976,-0.8211566812160214,1
NY,New York,36,1982,0.48274559,1976,-0.728265492878367,1
NY,New York,36,1983,0.44606829,1976,-0.8072832220912937,1
NY,New York,36,1984,0.43915766,1976,-0.8228967959839317,1
NY,New York,36,1985,0.44290283,1976,-0.8144048783691764,1
NY,New York,36,1986,0.43803558,1976,-0.8254551390281901,1
NY,New York,36,1987,0.44163314,1976,-0.8172757415451534,1
NY,New York,36,1988,0.42891181,1976,-0.846503952282325,1
NY,New York,36,1989,0.43105307,1976,-0.8415240642079626,1
NY,New York,36,1990,0.43804342,1976,-0.8254372410988932,1
NY,New York,36,1991,0.43900117,1976,-0.8232532007624535,1
NY,New York,36,1992,0.43889058,1976,-0.8235051452660554,1
NY,New York,36,1993,0.44403771,1976,-0.8118457877240347,1
NY,New York,36,1994,0.4438369,1976,-0.8122981263789806,1
NY,New York,36,1995,0.45994818,1976,-0.7766414480186422,1
NY,New York,36,1996,0.4662312,1976,-0.7630736305528717,1
NY,New York,36,1997,0.46839914,1976,-0.758434483297835,1
NY,New York,36,1998,0.45117903,1976,-0.7958910559421635,1
NY,New York,36,1999,0.45254534,1976,-0.7928673219667025,1
NY,New York,36,2000,0.47276968,1976,-0.7491469435421755,1
NY,New York,36,2001,0.46954331,1976,-0.7559947375169664,1
NY,New York,36,2002,0.45423463,1976,-0.7891414082717024,1
NY,New York,36,2003,0.46028215,1976,-0.7759156079680051,1
NY,New York,36,2004,0.45127639,1976,-0.7956752890505917,1
NY,New York,36,2005,0.46108955,1976,-0.7741630032229948,1
NY,New York,36,2006,0.46682933,1976,-0.7617915484956003,1
OH,Ohio,39,1976,0.39213729,1979,-0.9361432709159052,0
OH,Ohio,39,1977,0.39591056,1979,-0.9265669518234066,0
OH,Ohio,39,1978,0.41000566,1979,-0.8915843145010213,0
OH,Ohio,39,1979,0.44953936,1979,-0.7995318649440063,1
OH,Ohio,39,1980,0.43183115,1979,-0.8397206236238122,1
OH,Ohio,39,1981,0.43301797,1979,-0.836976050686062,1
OH,Ohio,39,1982,0.47987083,1979,-0.7342383154618906,1
OH,Ohio,39,1983,0.45057398,1979,-0.797232997879897,1
OH,Ohio,39,1984,0.44822928,1979,-0.8024503917705089,1
OH,Ohio,39,1985,0.44235599,1979,-0.8156403138309853,1
OH,Ohio,39,1986,0.44604352,1979,-0.8073387532472064,1
OH,Ohio,39,1987,0.44230995,1979,-0.8157443983174787,1
OH,Ohio,39,1988,0.43666232,1979,-0.8285951057030662,1
OH,Ohio,39,1989,0.41155177,1979,-0.8878204587587367,1
OH,Ohio,39,1990,0.42205244,1979,-0.8626257072635873,1
OH,Ohio,39,1991,0.42391291,1979,-0.8582272457912384,1
OH,Ohio,39,1992,0.41612986,1979,-0.8767579039722113,1
OH,Ohio,39,1993,0.41959527,1979,-0.8684646751641417,1
OH,Ohio,39,1994,0.43238693,1979,-0.8384344203159161,1
OH,Ohio,39,1995,0.43731877,1979,-0.8270928990055578,1
OH,Ohio,39,1996,0.42669299,1979,-0.8516905173271614,1
OH,Ohio,39,1997,0.43954104,1979,-0.8220241873768473,1
OH,Ohio,39,1998,0.43607634,1979,-0.8299379592167536,1
OH,Ohio,39,1999,0.43460622,1979,-0.8333148992511791,1
OH,Ohio,39,2000,0.43337628,1979,-0.8361489214191539,1
OH,Ohio,39,2001,0.42668188,1979,-0.8517165551222529,1
OH,Ohio,39,2002,0.44293377,1979,-0.8143350234997511,1
OH,Ohio,39,2003,0.42945892,1979,-0.8452291882323233,1
OH,Ohio,39,2004,0.41638678,1979,-0.8761406910642359,1
OH,Ohio,39,2005,0.43053287,1979,-0.842731604951283,1
OH,Ohio,39,2006,0.42478359,1979,-0.8561754397440663,1
OK,Oklahoma,40,1976,0.41266128,1988,-0.8851281678026938,0
OK,Oklahoma,40,1977,0.43315035,1988,-0.8366703826121459,0
OK,Oklahoma,40,1978,0.4464556,1988,-0.8064153236996625,0
OK,Oklahoma,40,1979,0.4412812,1988,-0.8180729650190411,0
OK,Oklahoma,40,1980,0.41764927,1988,-0.8731132656567643,0
OK,Oklahoma,40,1981,0.43526304,1988,-0.831804740989402,0
OK,Oklahoma,40,1982,0.48190695,1988,-0.7300042333605776,0
OK,Oklahoma,40,1983,0.42726088,1988,-0.8503604921263508,0
OK,Oklahoma,40,1984,0.43820226,1988,-0.8250746943717245,0
OK,Oklahoma,40,1985,0.44245455,1988,-0.8154175316737844,0
OK,Oklahoma,40,1986,0.43207529,1988,-0.8391554235160338,0
OK,Oklahoma,40,1987,0.4498072,1988,-0.7989362324707612,0
OK,Oklahoma,40,1988,0.44301677,1988,-0.8141476541230299,1
OK,Oklahoma,40,1989,0.45039719,1988,-0.7976254410748751,1
OK,Oklahoma,40,1990,0.43022758,1988,-0.8434409544870365,1
OK,Oklahoma,40,1991,0.44882831,1988,-0.8011148474404292,1
OK,Oklahoma,40,1992,0.45315588,1988,-0.7915191067297158,1
OK,Oklahoma,40,1993,0.4497917,1988,-0.7989706922727942,1
OK,Oklahoma,40,1994,0.45333546,1988,-0.7911228977546819,1
OK,Oklahoma,40,1995,0.45989102,1988,-0.776765730610803,1
OK,Oklahoma,40,1996,0.44137055,1988,-0.8178705069141199,1
OK,Oklahoma,40,1997,0.43283439,1988,-0.8374000952720253,1
OK,Oklahoma,40,1998,0.4482215,1988,-0.8024677491094142,1
OK,Oklahoma,40,1999,0.4291853,1988,-0.8458665185791387,1
OK,Oklahoma,40,2000,0.44892973,1988,-0.8008889068285657,1
OK,Oklahoma,40,2001,0.41286144,1988,-0.8846432386806402,1
OK,Oklahoma,40,2002,0.43520579,1988,-0.8319362793009635,1
OK,Oklahoma,40,2003,0.41952765,1988,-0.8686258434472018,1
OK,Oklahoma,40,2004,0.43425801,1988,-0.8341164284351856,1
OK,Oklahoma,40,2005,0.44373646,1988,-0.812524451334089,1
OK,Oklahoma,40,2006,0.4363907,1988,-0.8292173359744043,1
OR,Oregon,41,1976,0.41765314,1985,-0.8731039995515701,0
OR,Oregon,41,1977,0.42535678,1985,-0.8548269798730106,0
OR,Oregon,41,1978,0.43635789,1985,-0.829292523721234,0
OR,Oregon,41,1979,0.42694274,1985,-0.8511053731061573,0
OR,Oregon,41,1980,0.42087245,1985,-0.8654254603253119,0
OR,Oregon,41,1981,0.43687299,1985,-0.8281127668630154,0
OR,Oregon,41,1982,0.45496655,1985,-0.7875313792171722,0
OR,Oregon,41,1983,0.45221725,1985,-0.7935925730281572,0
OR,Oregon,41,1984,0.44409397,1985,-0.8117190947992304,0
OR,Oregon,41,1985,0.43572235,1985,-0.8307500504105464,1
OR,Oregon,41,1986,0.43410316,1985,-0.834473077274381,1
OR,Oregon,41,1987,0.43189925,1985,-0.8395629355300711,1
OR,Oregon,41,1988,0.40683064,1985,-0.8993582980767534,1
OR,Oregon,41,1989,0.44876856,1985,-0.8012479807034457,1
OR,Oregon,41,1990,0.42662689,1985,-0.85184544164495,1
OR,Oregon,41,1991,0.41971129,1985,-0.868188208837609,1
OR,Oregon,41,1992,0.41466287,1985,-0.880289450341591,1
OR,Oregon,41,1993,0.42149934,1985,-0.8639370673777518,1
OR,Oregon,41,1994,0.42165709,1985,-0.8635628782089859,1
OR,Oregon,41,1995,0.42616403,1985,-0.8529309598759623,1
OR,Oregon,41,1996,0.4404411,1985,-0.819978554237368,1
OR,Oregon,41,1997,0.47334293,1985,-0.7479351426125809,1
OR,Oregon,41,1998,0.47972503,1985,-0.7345421933905052,1
OR,Oregon,41,1999,0.43720895,1985,-0.8273440517090475,1
OR,Oregon,41,2000,0.44410285,1985,-0.8116990992311304,1
OR,Oregon,41,2001,0.44533458,1985,-0.8089294141563764,1
OR,Oregon,41,2002,0.43946922,1985,-0.8221875984391024,1
OR,Oregon,41,2003,0.43919605,1985,-0.8228093824520314,1
OR,Oregon,41,2004,0.45122388,1985,-0.7957916546668795,1
OR,Oregon,41,2005,0.45487216,1985,-0.7877388665427854,1
OR,Oregon,41,2006,0.46108887,1985,-0.7741644779918363,1
PA,Pennsylvania,42,1976,0.38679597,1982,-0.9498579342783703,0
PA,Pennsylvania,42,1977,0.39571357,1982,-0.9270646375219617,0
PA,Pennsylvania,42,1978,0.41392875,1982,-0.8820614214172517,0
PA,Pennsylvania,42,1979,0.44370142,1982,-0.8126034202417903,0
PA,Pennsylvania,42,1980,0.42831913,1982,-0.84788673040379,0
PA,Pennsylvania,42,1981,0.43376434,1982,-0.8352538877488229,0
PA,Pennsylvania,42,1982,0.48224512,1982,-0.7293027464802614,1
PA,Pennsylvania,42,1983,0.46106985,1982,-0.7742057290250698,1
PA,Pennsylvania,42,1984,0.45986009,1982,-0.7768329879365629,1
PA,Pennsylvania,42,1985,0.44219282,1982,-0.8160092476874466,1
PA,Pennsylvania,42,1986,0.43737122,1982,-0.8269729708009083,1
PA,Pennsylvania,42,1987,0.43353277,1982,-0.8357878916163163,1
PA,Pennsylvania,42,1988,0.43653846,1982,-0.8288787976182994,1
PA,Pennsylvania,42,1989,0.43421745,1982,-0.8342098334924328,1
PA,Pennsylvania,42,1990,0.42313141,1982,-0.8600724862427531,1
PA,Pennsylvania,42,1991,0.41594872,1982,-0.8771932955499191,1
PA,Pennsylvania,42,1992,0.42772987,1982,-0.8492634275159142,1
PA,Pennsylvania,42,1993,0.43479502,1982,-0.8328805773425334,1
PA,Pennsylvania,42,1994,0.43809649,1982,-0.8253160960638156,1
PA,Pennsylvania,42,1995,0.44304818,1982,-0.8140767563857632,1
PA,Pennsylvania,42,1996,0.43675312,1982,-0.8283871863186159,1
PA,Pennsylvania,42,1997,0.44082433,1982,-0.8191088275668074,1
PA,Pennsylvania,42,1998,0.43063122,1982,-0.8425031931966136,1
PA,Pennsylvania,42,1999,0.45055583,1982,-0.7972732806444911,1
PA,Pennsylvania,42,2000,0.45621735,1982,-0.7847859382899279,1
PA,Pennsylvania,42,2001,0.44800833,1982,-0.8029434529900135,1
PA,Pennsylvania,42,2002,0.46547833,1982,-0.7646897354431197,1
PA,Pennsylvania,42,2003,0.44794145,1982,-0.8030927470723765,1
PA,Pennsylvania,42,2004,0.44391036,1982,-0.8121326288247157,1
PA,Pennsylvania,42,2005,0.44954959,1982,-0.7995091085749053,1
PA,Pennsylvania,42,2006,0.43838459,1982,-0.8246586945135714,1
RI,Rhode Island,44,1976,0.37054437,1960,-0.9927820843312825,1
RI,Rhode Island,44,1977,0.3899411,1960,-0.9417595769049911,1
RI,Rhode Island,44,1978,0.40806109,1960,-0.8963383853942948,1
RI,Rhode Island,44,1979,0.42494962,1960,-0.8557846582607515,1
RI,Rhode Island,44,1980,0.4086858,1960,-0.8948086333267338,1
RI,Rhode Island,44,1981,0.39919671,1960,-0.9183009760617552,1
RI,Rhode Island,44,1982,0.44532278,1960,-0.8089559114392388,1
RI,Rhode Island,44,1983,0.4121618,1960,-0.8863392882797144,1
RI,Rhode Island,44,1984,0.40540311,1960,-0.9028733735580435,1
RI,Rhode Island,44,1985,0.41488117,1960,-0.8797631371032023,1
RI,Rhode Island,44,1986,0.39807397,1960,-0.921117436695108,1
RI,Rhode Island,44,1987,0.38164681,1960,-0.9632596792161898,1
RI,Rhode Island,44,1988,0.42335409,1960,-0.8595463579035513,1
RI,Rhode Island,44,1989,0.42385173,1960,-0.8583715783033993,1
RI,Rhode Island,44,1990,0.40094379,1960,-0.9139340360645312,1
RI,Rhode Island,44,1991,0.40598726,1960,-0.90143349918309,1
RI,Rhode Island,44,1992,0.40864062,1960,-0.8949191889112357,1
RI,Rhode Island,44,1993,0.40219915,1960,-0.9108079150222482,1
RI,Rhode Island,44,1994,0.39161339,1960,-0.937480175856214,1
RI,Rhode Island,44,1995,0.42910919,1960,-0.8460438702948639,1
RI,Rhode Island,44,1996,0.40441298,1960,-0.9053186954171873,1
RI,Rhode Island,44,1997,0.42499167,1960,-0.8556857102498028,1
RI,Rhode Island,44,1998,0.45487773,1960,-0.7877266214190184,1
RI,Rhode Island,44,1999,0.42643148,1960,-0.8523035814634901,1
RI,Rhode Island,44,2000,0.42029068,1960,-0.8668087118540908,1
RI,Rhode Island,44,2001,0.44337162,1960,-0.8133469892610796,1
RI,Rhode Island,44,2002,0.42595345,1960,-0.8534252109838889,1
RI,Rhode Island,44,2003,0.43291676,1960,-0.8372098096449175,1
RI,Rhode Island,44,2004,0.43289918,1960,-0.8372504187378904,1
RI,Rhode Island,44,2005,0.43966973,1960,-0.8217314475576593,1
RI,Rhode Island,44,2006,0.44207385,1960,-0.8162783294130257,1
SC,South Carolina,45,1976,0.39835748,1960,-0.9204054858750461,1
SC,South Carolina,45,1977,0.40112677,1960,-0.9134777669722597,1
SC,South Carolina,45,1978,0.41127306,1960,-0.8884979055262561,1
SC,South Carolina,45,1979,0.42480934,1960,-0.8561148224787888,1
SC,South Carolina,45,1980,0.4023442,1960,-0.9104473378039503,1
SC,South Carolina,45,1981,0.40530172,1960,-0.9031235015868322,1
SC,South Carolina,45,1982,0.46941915,1960,-0.7562591996355555,1
SC,South Carolina,45,1983,0.41698128,1960,-0.8747139502773463,1
SC,South Carolina,45,1984,0.43833727,1960,-0.8247666420901175,1
SC,South Carolina,45,1985,0.42451364,1960,-0.8568111418270483,1
SC,South Carolina,45,1986,0.43546972,1960,-0.8313300143835453,1
SC,South Carolina,45,1987,0.41142428,1960,-0.888130285517413,1
SC,South Carolina,45,1988,0.41102597,1960,-0.8890988791342069,1
SC,South Carolina,45,1989,0.42692631,1960,-0.8511438567588955,1
SC,South Carolina,45,1990,0.42552686,1960,-0.8544272072266235,1
SC,South Carolina,45,1991,0.42635831,1960,-0.8524751829555284,1
SC,South Carolina,45,1992,0.43386284,1960,-0.8350268316982664,1
SC,South Carolina,45,1993,0.45323694,1960,-0.7913402438825541,1
SC,South Carolina,45,1994,0.43772033,1960,-0.8261750885255721,1
SC,South Carolina,45,1995,0.42016733,1960,-0.8671022422849226,1
SC,South Carolina,45,1996,0.39982212,1960,-0.9167355307825242,1
SC,South Carolina,45,1997,0.4072499,1960,-0.8983282770494295,1
SC,South Carolina,45,1998,0.41610572,1960,-0.8768159163922205,1
SC,South Carolina,45,1999,0.35601884,1960,-1.0327716281820771,1
SC,South Carolina,45,2000,0.41107303,1960,-0.8889843917061687,1
SC,South Carolina,45,2001,0.38548014,1960,-0.9532656048155529,1
SC,South Carolina,45,2002,0.41049221,1960,-0.8903983271272078,1
SC,South Carolina,45,2003,0.4289484,1960,-0.8464186470085854,1
SC,South Carolina,45,2004,0.41307968,1960,-0.8841147748475789,1
SC,South Carolina,45,2005,0.41883725,1960,-0.8702728593374626,1
SC,South Carolina,45,2006,0.43071955,1960,-0.8422980967286331,1
TN,Tennessee,47,1976,0.42832762,1985,-0.8478669089312861,0
TN,Tennessee,47,1977,0.42838588,1985,-0.847730900802338,0
TN,Tennessee,47,1978,0.44376928,1985,-0.8124504912490197,0
TN,Tennessee,47,1979,0.44924998,1985,-0.8001757978371118,0
TN,Tennessee,47,1980,0.42721224,1985,-0.8504743400612104,0
TN,Tennessee,47,1981,0.44779548,1985,-0.8034186686602965,0
TN,Tennessee,47,1982,0.51449054,1985,-0.6645781106603563,0
TN,Tennessee,47,1983,0.47937226,1985,-0.7352778226527013,0
TN,Tennessee,47,1984,0.44635466,1985,-0.806641441173783,0
TN,Tennessee,47,1985,0.44469255,1985,-0.8103721344729186,1
TN,Tennessee,47,1986,0.44747287,1985,-0.8041393688033629,1
TN,Tennessee,47,1987,0.44998237,1985,-0.7985468747630186,1
TN,Tennessee,47,1988,0.44468817,1985,-0.810381984023064,1
TN,Tennessee,47,1989,0.44203287,1985,-0.816371033153654,1
TN,Tennessee,47,1990,0.41913366,1985,-0.8695654123155551,1
TN,Tennessee,47,1991,0.42892298,1985,-0.8464779099717756,1
TN,Tennessee,47,1992,0.44568738,1985,-0.8081375144406008,1
TN,Tennessee,47,1993,0.43658003,1985,-0.8287835757199946,1
TN,Tennessee,47,1994,0.43455327,1985,-0.833436741101092,1
TN,Tennessee,47,1995,0.42950332,1985,-0.8451258076691928,1
TN,Tennessee,47,1996,0.44579396,1985,-0.8078984067986893,1
TN,Tennessee,47,1997,0.42692032,1985,-0.851157887381702,1
TN,Tennessee,47,1998,0.44275996,1985,-0.8147275068071156,1
TN,Tennessee,47,1999,0.45814556,1985,-0.7805683287670613,1
TN,Tennessee,47,2000,0.42549571,1985,-0.8545004132757037,1
TN,Tennessee,47,2001,0.44108161,1985,-0.8185253639668256,1
TN,Tennessee,47,2002,0.44762304,1985,-0.803803829338304,1
TN,Tennessee,47,2003,0.42675051,1985,-0.8515557222292149,1
TN,Tennessee,47,2004,0.4410767,1985,-0.8185364957556314,1
TN,Tennessee,47,2005,0.46791849,1985,-0.7594611648999321,1
TN,Tennessee,47,2006,0.41930348,1985,-0.8691603252929972,1
TX,Texas,48,1976,0.415023,1988,-0.8794213386004167,0
TX,Texas,48,1977,0.41346654,1988,-0.8831786867767892,0
TX,Texas,48,1978,0.43405351,1988,-0.8345874575510519,0
TX,Texas,48,1979,0.44987583,1988,-0.7987836676277118,0
TX,Texas,48,1980,0.43373755,1988,-0.8353156513030408,0
TX,Texas,48,1981,0.43107334,1988,-0.8414770409413774,0
TX,Texas,48,1982,0.48436001,1988,-0.724926826450171,0
TX,Texas,48,1983,0.44466585,1988,-0.8104321777580734,0
TX,Texas,48,1984,0.44539335,1988,-0.8087974546699701,0
TX,Texas,48,1985,0.44236761,1988,-0.8156140457400228,0
TX,Texas,48,1986,0.44768167,1988,-0.8036728571688763,0
TX,Texas,48,1987,0.44803047,1988,-0.8028940354871007,0
TX,Texas,48,1988,0.45132419,1988,-0.7955693728765855,1
TX,Texas,48,1989,0.44943854,1988,-0.7997561641184859,1
TX,Texas,48,1990,0.43931538,1988,-0.8225377183696782,1
TX,Texas,48,1991,0.44134635,1988,-0.8179253376305275,1
TX,Texas,48,1992,0.43237925,1988,-0.8384521823426416,1
TX,Texas,48,1993,0.43840441,1988,-0.8246134840923564,1
TX,Texas,48,1994,0.44468817,1988,-0.810381984023064,1
TX,Texas,48,1995,0.45289069,1988,-0.7921044850454744,1
TX,Texas,48,1996,0.454065,1988,-0.7895149193827266,1
TX,Texas,48,1997,0.45737904,1988,-0.7822428226672922,1
TX,Texas,48,1998,0.43717104,1988,-0.8274307645809277,1
TX,Texas,48,1999,0.45324779,1988,-0.7913163052553683,1
TX,Texas,48,2000,0.4606781,1988,-0.7750557445278707,1
TX,Texas,48,2001,0.45026422,1988,-0.7979207129705947,1
TX,Texas,48,2002,0.45295256,1988,-0.7919678830448607,1
TX,Texas,48,2003,0.45755118,1988,-0.7818665316709554,1
TX,Texas,48,2004,0.4561877,1988,-0.7848509313541607,1
TX,Texas,48,2005,0.44883808,1988,-0.8010930798882312,1
TX,Texas,48,2006,0.45949319,1988,-0.7776311577532379,1
UT,Utah,49,1976,0.41047794,1981,-0.8904330908759299,0
UT,Utah,49,1977,0.39737478,1981,-0.9228754133845416,0
UT,Utah,49,1978,0.42633584,1981,-0.8525278864952563,0
UT,Utah,49,1979,0.4530949,1981,-0.7916536831658145,0
UT,Utah,49,1980,0.46800661,1981,-0.7592728592326082,0
UT,Utah,49,1981,0.47228816,1981,-0.7501659712064892,1
UT,Utah,49,1982,0.49290761,1981,-0.707433526152821,1
UT,Utah,49,1983,0.45169467,1981,-0.794748836258366,1
UT,Utah,49,1984,0.44605953,1981,-0.8073028605327903,1
UT,Utah,49,1985,0.42896691,1981,-0.8463754958961456,1
UT,Utah,49,1986,0.44389328,1981,-0.8121711058014537,1
UT,Utah,49,1987,0.43963575,1981,-0.8218087358284362,1
UT,Utah,49,1988,0.44218123,1981,-0.8160354583163104,1
UT,Utah,49,1989,0.43221432,1981,-0.8388337026493461,1
UT,Utah,49,1990,0.4284848,1981,-0.8475000141522325,1
UT,Utah,49,1991,0.43786934,1981,-0.8258347236114028,1
UT,Utah,49,1992,0.41216445,1981,-0.8863328587865373,1
UT,Utah,49,1993,0.42145327,1981,-0.864046373641234,1
UT,Utah,49,1994,0.44105038,1981,-0.8185961696974126,1
UT,Utah,49,1995,0.4511303,1981,-0.7959990676814356,1
UT,Utah,49,1996,0.41558191,1981,-0.8780755481346322,1
UT,Utah,49,1997,0.4316031,1981,-0.8402488630474924,1
UT,Utah,49,1998,0.42700198,1981,-0.8509666287619214,1
UT,Utah,49,1999,0.44021836,1981,-0.8204844024451409,1
UT,Utah,49,2000,0.46636531,1981,-0.7627860249281747,1
UT,Utah,49,2001,0.45825973,1981,-0.7803191595362929,1
UT,Utah,49,2002,0.46231085,1981,-0.7715177786548849,1
UT,Utah,49,2003,0.47604635,1981,-0.7422400555416725,1
UT,Utah,49,2004,0.44686449,1981,-0.8054998846915571,1
UT,Utah,49,2005,0.46147048,1981,-0.7733371924155433,1
UT,Utah,49,2006,0.45117989,1981,-0.7958891498270225,1
VA,Virginia,51,1976,0.41466624,1978,-0.8802813232905581,0
VA,Virginia,51,1977,0.4307014,1978,-0.8423402364049497,0
VA,Virginia,51,1978,0.43258148,1978,-0.8379845772903639,1
VA,Virginia,51,1979,0.42947897,1978,-0.8451825026681234,1
VA,Virginia,51,1980,0.42978892,1978,-0.8444610745383163,1
VA,Virginia,51,1981,0.42637026,1978,-0.8524471552796156,1
VA,Virginia,51,1982,0.45063609,1978,-0.7970951609822282,1
VA,Virginia,51,1983,0.4109107,1978,-0.8893793630326944,1
VA,Virginia,51,1984,0.4116601,1978,-0.8875572701323985,1
VA,Virginia,51,1985,0.42784476,1978,-0.8489948594759981,1
VA,Virginia,51,1986,0.42323351,1978,-0.8598312191531501,1
VA,Virginia,51,1987,0.40976042,1978,-0.892182631541209,1
VA,Virginia,51,1988,0.41202447,1978,-0.8866725381924337,1
VA,Virginia,51,1989,0.42818949,1978,-0.848189447733103,1
VA,Virginia,51,1990,0.42796472,1978,-0.8487145167044137,1
VA,Virginia,51,1991,0.43291071,1978,-0.837223784715494,1
VA,Virginia,51,1992,0.40771133,1978,-0.8971958795013681,1
VA,Virginia,51,1993,0.42004868,1978,-0.8673846696592562,1
VA,Virginia,51,1994,0.40960258,1978,-0.8925679064485516,1
VA,Virginia,51,1995,0.46704882,1978,-0.7613214871625634,1
VA,Virginia,51,1996,0.44227108,1978,-0.815832281730545,1
VA,Virginia,51,1997,0.45097467,1978,-0.7963441051365423,1
VA,Virginia,51,1998,0.44956249,1978,-0.7994804135984106,1
VA,Virginia,51,1999,0.42624861000000003,1978,-0.852732511386795,1
VA,Virginia,51,2000,0.41805011,1978,-0.8721539732596846,1
VA,Virginia,51,2001,0.42751905,1978,-0.8497564301946432,1
VA,Virginia,51,2002,0.44394046,1978,-0.8120648246410995,1
VA,Virginia,51,2003,0.43121076,1978,-0.8411583060808752,1
VA,Virginia,51,2004,0.4395802,1978,-0.8219350984133595,1
VA,Virginia,51,2005,0.44997916,1978,-0.7985540084012753,1
VA,Virginia,51,2006,0.44971588,1978,-0.7991392733984353,1
VT,Vermont,50,1976,0.37498757,1970,-0.9808624002277558,1
VT,Vermont,50,1977,0.38688225,1970,-0.9496348958157969,1
VT,Vermont,50,1978,0.43095985,1970,-0.8417403486700642,1
VT,Vermont,50,1979,0.42074716,1970,-0.8657231957854578,1
VT,Vermont,50,1980,0.42035967,1970,-0.8666445770264425,1
VT,Vermont,50,1981,0.44776872,1970,-0.8034784298700635,1
VT,Vermont,50,1982,0.43247029,1970,-0.8382416486113379,1
VT,Vermont,50,1983,0.4214012,1970,-0.8641699299654149,1
VT,Vermont,50,1984,0.39175782,1970,-0.9371114362349647,1
VT,Vermont,50,1985,0.42420784,1970,-0.8575317551741574,1
VT,Vermont,50,1986,0.41576982,1970,-0.8776234891650788,1
VT,Vermont,50,1987,0.41072339,1970,-0.8898353080951611,1
VT,Vermont,50,1988,0.38236734,1970,-0.9613735094021483,1
VT,Vermont,50,1989,0.39801714,1970,-0.9212602092983507,1
VT,Vermont,50,1990,0.41846192,1970,-0.8711693848293953,1
VT,Vermont,50,1991,0.39261419,1970,-0.9349278541352758,1
VT,Vermont,50,1992,0.3987169,1970,-0.9195036377329427,1
VT,Vermont,50,1993,0.40514216,1970,-0.9035172611203401,1
VT,Vermont,50,1994,0.38179123,1970,-0.962881338095743,1
VT,Vermont,50,1995,0.42178422,1970,-0.8632614227325812,1
VT,Vermont,50,1996,0.43550876,1970,-0.8312403680813171,1
VT,Vermont,50,1997,0.42308336,1970,-0.8601860507933969,1
VT,Vermont,50,1998,0.41448703,1970,-0.8807135956080528,1
VT,Vermont,50,1999,0.40600821,1970,-0.9013818979099829,1
VT,Vermont,50,2000,0.43744427,1970,-0.8268059641554959,1
VT,Vermont,50,2001,0.40567416,1970,-0.9022050031817161,1
VT,Vermont,50,2002,0.42113313,1970,-0.8648062720098886,1
VT,Vermont,50,2003,0.43347055,1970,-0.8359314204787128,1
VT,Vermont,50,2004,0.40691701,1970,-0.8991460209652328,1
VT,Vermont,50,2005,0.41897759,1970,-0.8699378449772189,1
VT,Vermont,50,2006,0.41491005,1970,-0.8796935292324137,1
WA,Washington,53,1976,0.41308448,1985,-0.8841031548809127,0
WA,Washington,53,1977,0.40987065,1985,-0.8919136568654087,0
WA,Washington,53,1978,0.42665017,1985,-0.8517908755465581,0
WA,Washington,53,1979,0.43118653,1985,-0.8412144982797314,0
WA,Washington,53,1980,0.44956732,1985,-0.7994696698772118,0
WA,Washington,53,1981,0.43428689,1985,-0.8340499264040054,0
WA,Washington,53,1982,0.45792407,1985,-0.7810518946381753,0
WA,Washington,53,1983,0.43108338,1985,-0.8414537505122303,0
WA,Washington,53,1984,0.4452717,1985,-0.8090706213351636,0
WA,Washington,53,1985,0.43649599,1985,-0.8289760904571639,1
WA,Washington,53,1986,0.44507951,1985,-0.8095023386189196,1
WA,Washington,53,1987,0.43803066,1985,-0.8254663710555765,1
WA,Washington,53,1988,0.41627496,1985,-0.8764092755212861,1
WA,Washington,53,1989,0.42495677,1985,-0.8557678328783698,1
